maker,specific_origin,cocoa_percent,maker_location,rating,bean_type,broad_origin
Terroir,Madagascar,67.0,U.S.A.,3.75,Trinitario,Madagascar
Terroir,Uganda,73.0,U.S.A.,3.75,Forastero,Uganda
The Barn,Peru,70.0,Sweden,3.0,Blend,Peru
Theo,"Congo w,nibs",65.0,U.S.A.,3.25,Forastero,Congo
Theo,Madagascar,65.0,U.S.A.,3.5,Trinitario,Madagascar
Theo,Ivory Coast,75.0,U.S.A.,2.5,Blend,Ivory Coast
Theo,"Ghana,Kumasi",84.0,U.S.A.,3.0,Forastero,Ghana
Theo,"Venezuela; Barinos,Merida,Tachron",91.0,U.S.A.,2.0,Blend,Venezuela
Theo,"Ghana,Panama,Ecuador",75.0,U.S.A.,3.0,Blend,"Ghana,Panama,Ecuador"
Theobroma,"Piura Select,Cacao Blanc",70.0,Japan,3.25,Blend,Peru
Timo A. Meyer,"Belize,med roast",72.0,Germany,3.75,"Trinitario, TCGA",Belize
To'ak (Ecuatoriana),Manabi,81.0,Ecuador,3.25,Forastero (Nacional),Ecuador
Tobago Estate (Pralus),"Roxborough,Tobago",70.0,France,4.0,Trinitario,Tobago
Tocoti,"Wild Bolivian,Jungle Love",77.0,U.S.A.,3.0,Criollo,Bolivia
Tocoti,Venezuela,72.0,U.S.A.,2.75,Blend,Venezuela
Tocoti,Dominican Republic,74.0,U.S.A.,3.0,Blend,Dominican Republic
Treehouse,Conacado,72.0,U.S.A.,3.0,Blend,Dominican Republic
Tsara (Cinagra),"Ambanja,Tsara Valley",72.0,Madagascar,3.5,Blend,Madagascar
twenty-four blackbirds,Oko Caribe,75.0,U.S.A.,2.75,Blend,Dominican Republic
twenty-four blackbirds,"Cedeno,lot 271",75.0,U.S.A.,3.5,Blend,Ecuador
twenty-four blackbirds,Madagascar,75.0,U.S.A.,3.5,Trinitario,Madagascar
twenty-four blackbirds,Dominican Republic,68.0,U.S.A.,3.25,Blend,Dominican Republic
twenty-four blackbirds,Palos Blancos,75.0,U.S.A.,2.5,Blend,Bolivia
twenty-four blackbirds,Dominican Republic,73.0,U.S.A.,2.75,Blend,Dominican Republic
Two Ravens,Peru,60.0,U.S.A.,3.0,Criollo,Peru
Un Dimanche A Paris,Dominican Republic,63.0,France,3.75,Blend,Dominican Republic
Undone,Matagalpa,74.0,U.S.A.,2.75,Blend,Nicaragua
Undone,Nourish,70.0,U.S.A.,3.0,Blend,Dominican Republic
Upchurch,"Madagascar,Sassy Bar",72.0,U.S.A.,3.0,Trinitario,Madagascar
Upchurch,"Tanzania,Party Bar",72.0,U.S.A.,3.25,Blend,Tanzania
Urzi,"Sur del Lago,Merida",65.0,Italy,3.25,Trinitario,Venezuela
Valrhona,"Piura,Illanka,Quemazon",63.0,France,4.0,Blend,Peru
Valrhona,"Andoa,Grand Cru blend",70.0,France,3.5,Blend, 
Valrhona,"Loma Sotavento,2013",64.0,France,3.5,Blend,Dominican Republic
Valrhona,"Otucan,Grand Cru",69.0,France,4.0,Blend,Venezuela
Valrhona,Caraque,56.0,France,3.25,Blend, 
Valrhona,"Porcelana,Pedegral",64.0,France,4.0,Criollo,Venezuela
Valrhona,Tainori,64.0,France,3.75,Blend,Dominican Republic
Valrhona,Alpaco,66.0,France,3.75,Blend,Ecuador
Valrhona,Nyangbo,68.0,France,3.5,Forastero,Ghana
Valrhona,Araguani,72.0,France,3.0,Blend,"Venezuela,Carribean"
Valrhona,Chuao 2002 P,65.0,France,3.75,Trinitario,Venezuela
Valrhona,Manjari,64.0,France,4.0,"Criollo, Trinitario",Madagascar
Valrhona,Le Noir Extra Amer,85.0,France,1.5,Blend, 
Valrhona,Abinao,85.0,France,2.5,Forastero,West Africa
Valrhona,Le Noir Amer,71.0,France,2.75,Forastero,West Africa
Valrhona,"Porcelana,Maracaibo,Palmira P 2006",64.0,France,3.25,Criollo (Porcelana),Venezuela
Valrhona,Caraibe,66.0,France,3.0,Trinitario,Carribean
Valrhona,Guanaja,70.0,France,4.0,"Criollo, Trinitario",South America
Valrhona,Gran Couva 2005 P,64.0,France,2.5,Trinitario,Trinidad
Valrhona,"Porcelana,Maracaibo,Palmira P 2005",64.0,France,3.0,Criollo (Porcelana),Venezuela
Valrhona,"Sambirano,Ampamakia 2005,Millot P",64.0,France,3.5,Trinitario,Madagascar
Vanleer (Barry Callebaut),Manhattan,72.0,U.S.A.,2.5,Forastero,Ghana
Vanleer (Barry Callebaut),Napa,65.0,U.S.A.,2.75,Forastero,Ghana
Vao Vao (Chocolaterie Robert),Madagascar,72.0,Madagascar,2.75,Trinitario,Madagascar
Vao Vao (Chocolaterie Robert),Madagascar,76.0,Madagascar,2.75,Trinitario,Madagascar
Vao Vao (Chocolaterie Robert),Madagascar,80.0,Madagascar,2.75,Trinitario,Madagascar
Vao Vao (Chocolaterie Robert),Madagascar,70.0,Madagascar,3.0,Trinitario,Madagascar
Vao Vao (Chocolaterie Robert),"Madagascar w,nibs",68.0,Madagascar,3.0,Trinitario,Madagascar
Vao Vao (Chocolaterie Robert),Madagascar,64.0,Madagascar,3.25,Trinitario,Madagascar
Vicuna,Palos Blancos,70.0,U.S.A.,3.25,Blend,Bolivia
Vicuna,Palos Blancos + nibs,70.0,U.S.A.,3.25,Blend,Bolivia
Videri,Dominican Republic,90.0,U.S.A.,3.25,Blend,Dominican Republic
Videri,Trinidad,75.0,U.S.A.,3.5,Trinitario,Trinidad
Videri,Mindo,75.0,U.S.A.,3.5,Blend,Ecuador
Videri,Dark,90.0,U.S.A.,3.75,Blend,"Central,South America"
Videri,Classic,70.0,U.S.A.,3.25,Blend,"Central,South America"
Vietcacao (A. Morin),"Ben Tre,Mekong Delta,MoCay",70.0,France,3.5,Trinitario,Vietnam
Vintage Plantations,San Martin,75.0,U.S.A.,3.0,Blend,Peru
Vintage Plantations (Tulicorp),"Los Rios,Rancho Grande 2004,2007",100.0,U.S.A.,2.0,Forastero (Arriba),Ecuador
Vintage Plantations (Tulicorp),"Los Rios,Rancho Grande 2004,2007",90.0,U.S.A.,2.0,Forastero (Arriba),Ecuador
Vintage Plantations (Tulicorp),"Los Rios,Rancho Grande 2004,2007",75.0,U.S.A.,3.0,Forastero (Arriba),Ecuador
Vintage Plantations (Tulicorp),"Los Rios,Rancho Grande 2007",65.0,U.S.A.,3.0,Forastero (Arriba),Ecuador
Violet Sky,Sambirano Valley,77.0,U.S.A.,2.75,Trinitario,Madagascar
Violet Sky,Moho River Valley,77.0,U.S.A.,3.0,"Criollo, Trinitario",Belize
Violet Sky,Cuyagua,77.0,U.S.A.,3.0,Criollo,Venezuela
Violet Sky,Peru,77.0,U.S.A.,3.25,"Criollo, Trinitario",Peru
Violet Sky,Cahabon,77.0,U.S.A.,2.75,Trinitario,Guatemala
Vivra,Peru,70.0,U.S.A.,2.5,Blend,Peru
Vivra,Ocumare,70.0,U.S.A.,2.5,Blend,Venezuela
Vivra,Dominican Republic,70.0,U.S.A.,3.0,Blend,Dominican Republic
Wellington Chocolate Factory,Conacado,70.0,New Zealand,3.5,Trinitario,Dominican Republic
Wellington Chocolate Factory,"Piura Blanco,Norandino",70.0,New Zealand,3.5,Blend,Peru
Whittakers,Ghana,72.0,New Zealand,2.5,Forastero,Ghana
Wilkie's Organic,Amazonas,75.0,Ireland,2.5,Criollo,Peru
Wilkie's Organic,Amazonas,89.0,Ireland,2.75,Criollo,Peru
Wilkie's Organic,Tumbes,75.0,Ireland,3.25,Criollo,Peru
Wilkie's Organic,"Amazonas w,nibs",75.0,Ireland,2.75,Criollo,Peru
Willie's Cacao,Los Llanos,70.0,England,4.0,Blend,Colombia
Willie's Cacao,Los Llanos,88.0,England,3.0,Trinitario,Colombia
Willie's Cacao,"Java,Indonesian Black",100.0,England,2.25,Blend,Indonesia
Willie's Cacao,Sambirano,71.0,England,3.0,Trinitario,Madagascar
Willie's Cacao,Hacienda Las Trincheras,72.0,England,3.5,Blend,Venezuela
Willie's Cacao,Java,69.0,England,3.75,Blend,Indonesia
Willie's Cacao,San Martin,70.0,England,3.0,Blend,Peru
Willie's Cacao,Rio Caribe,72.0,England,3.25,Trinitario,Venezuela
Wm,"Guasare,Zulia Prov,2015,batch 124",74.0,U.S.A.,3.0,Criollo,Venezuela
Wm,"Wild Beniano,2016,batch 128,Heirloom",76.0,U.S.A.,3.5,Blend,Bolivia
Wm,"Ghana,2013,batch 129",75.0,U.S.A.,3.75,Blend,Ghana
Woodblock,"Maranon,Cajamarca",70.0,U.S.A.,3.0,Forastero (Nacional),Peru
Woodblock,"Camino Verde P,Balao,Guayas",70.0,U.S.A.,3.25,Blend,Ecuador
Woodblock,Gran Couva,70.0,U.S.A.,3.5,Trinitario,Trinidad
Woodblock,Ecuador,70.0,U.S.A.,2.5,Blend,Ecuador
Woodblock,Costa Rica,70.0,U.S.A.,3.0,Blend,Costa Rica
Woodblock,Sambirano,70.0,U.S.A.,3.25,Trinitario,Madagascar
Woodblock,Ocumare,70.0,U.S.A.,4.0,Blend,Venezuela
Woodblock,La Red,70.0,U.S.A.,3.5,Blend,Dominican Republic
Xocolat,Hispaniola,66.0,Domincan Republic,3.0,Blend,Dominican Republic
Xocolla,"Sambirano,batch 170102",70.0,U.S.A.,2.75,Blend,Madagascar
Xocolla,"Hispaniola,batch 170104",70.0,U.S.A.,2.5,Blend,Dominican Republic
Zak's,"Papua New Guinea,Batch 2",70.0,U.S.A.,3.0,Blend,Papua New Guinea
Zak's,"Dominican Republic,Batch D2",70.0,U.S.A.,3.25,Blend,Dominican Republic
Zak's,"Madagascar,Batch 2",70.0,U.S.A.,3.25,Trinitario,Madagascar
Zak's,"Peru,Batch 1",70.0,U.S.A.,3.25,Blend,Peru
Zak's,"Belize,Batch 2",70.0,U.S.A.,3.5,Trinitario,Belize
Zak's,"House Blend,Batch 2",60.0,U.S.A.,3.0,Blend, 
Zart Pralinen,"Millot P,Ambanja",70.0,Austria,3.5,"Criollo, Trinitario",Madagascar
Zart Pralinen,UNOCACE,70.0,Austria,2.75,Nacional (Arriba),Ecuador
Zart Pralinen,San Juan Estate,85.0,Austria,2.75,Trinitario,Trinidad
Zart Pralinen,"Kakao Kamili,Kilombero Valley",85.0,Austria,3.0,"Criollo, Trinitario",Tanzania
Zart Pralinen,"Kakao Kamili,Kilombero Valley",70.0,Austria,3.5,"Criollo, Trinitario",Tanzania
Zart Pralinen,"San Juan Estate,Gran Couva",78.0,Austria,3.5,Trinitario,Trinidad
Zokoko,Guadalcanal,78.0,Australia,3.75,Blend,Solomon Islands
Zokoko,Goddess Blend,65.0,Australia,3.25,Blend, 
Zokoko,Alto Beni,68.0,Australia,3.5,Blend,Bolivia
Zokoko,Tokiala,66.0,Australia,3.5,Trinitario,Papua New Guinea
Zokoko,"Tranquilidad,Baures",72.0,Australia,3.75,Blend,Bolivia
Zotter,Raw,80.0,Austria,2.75,Blend, 
Zotter,"Bocas del Toro,Cocabo Co,op",72.0,Austria,3.5,Blend,Panama
Zotter,Amazonas Frucht,65.0,Austria,3.5,Blend, 
Zotter,"Satipo Pangoa region,16hr conche",70.0,Austria,3.0,Criollo (Amarru),Peru
Zotter,"Satipo Pangoa region,20hr conche",70.0,Austria,3.5,Criollo (Amarru),Peru
Zotter,"Loma Los Pinos,Yacao region,Dominican Republic",62.0,Austria,3.75,Blend,Dominican Republic
Zotter,El Oro,75.0,Austria,3.0,Forastero (Nacional),Ecuador
Zotter,Huiwani Coop,75.0,Austria,3.0,"Criollo, Trinitario",Papua New Guinea
Zotter,El Ceibo Coop,90.0,Austria,3.25,Blend,Bolivia
Zotter,Santo Domingo,70.0,Austria,3.75,Blend,Dominican Republic
Zotter,"Kongo,Highlands",68.0,Austria,3.25,Forastero,Congo
Zotter,"Indianer,Raw",58.0,Austria,3.5,Blend, 
Zotter,Peru,70.0,Austria,3.75,Blend,Peru
Zotter,Congo,65.0,Austria,3.0,Forastero,Congo
Zotter,Kerala State,65.0,Austria,3.5,Forastero,India
Zotter,Kerala State,62.0,Austria,3.25,Blend,India
Zotter,"Brazil,Mitzi Blue",65.0,Austria,3.0,Blend,Brazil
